Question,Answers,Comment,Instructions,Render as
京畿道,"キョンギド,けいきどう",Gyeonggi-do (South Korea); Gyeonggi Province,Type the reading!,Image
縁起のよい,えんぎのよい,of good omen; auspicious; lucky,Type the reading!,Image
金剛杵,こんごうしょ,vajra (mystical weapon in Hinduism and Buddhism),Type the reading!,Image
空気イス,くうきイス,air chair; wall sit; exercise mimicking sitting in a chair,Type the reading!,Image
飲兵衛,のんべえ,heavy drinker; tippler,Type the reading!,Image
擒,とりこ,"captive; prisoner; victim (of love, etc.)",Type the reading!,Image
ホッとひと息,ホッとひといき,sigh of relief,Type the reading!,Image
葡萄畑,ぶどうばたけ,vineyard; vinery; grape plantation,Type the reading!,Image
楪,"ゆずりは,ユズリハ",false daphne (Daphniphyllum macropodum); yuzuriha,Type the reading!,Image
銑,ずく,pig iron,Type the reading!,Image
趨る,はしる,to run; to run (of a vehicle); to drive,Type the reading!,Image
名セリフ,めいセリフ,"famous line (from a movie, book, etc.); famous quote",Type the reading!,Image
一七日,"じゅうしちにち,じゅうななにち,いちしちにち,ひとなぬか,ひとなのか,いっしちにち",17th day of the month; 17 days,Type the reading!,Image
袿,"うちき,うちぎ",Heian-period court clothing,Type the reading!,Image
輻,や,spoke,Type the reading!,Image
木瓜,"ぼけ,ボケ,ぼっか,もけ,もっこう,もこう",Japanese quince (Chaenomeles speciosa); flowering quince,Type the reading!,Image
砂子,"いさご,すなご",gold dust; silver dust; sand,Type the reading!,Image
蓼科,たでか,Polygonaceae (knotweed or smartweed family of plants),Type the reading!,Image
仰有る,おっしゃる,to say; to speak; to tell,Type the reading!,Image
父なし子,"ててなしご,ちちなしご",child whose paternity is unknown; illegitimate child; child whose father is dead,Type the reading!,Image
一処,ひとところ,together,Type the reading!,Image
常磐津,"ときわず,ときわづ",style of jōruri narrative used for kabuki dances,Type the reading!,Image
幕開,まくあき,rise of the curtain; opening of a play; beginning (e.g. of an era),Type the reading!,Image
放く,こく,to expel (from the body); to let off (a fart); to let out,Type the reading!,Image
喫む,のむ,to smoke (tobacco),Type the reading!,Image
献げる,ささげる,to lift up; to hold up; to hold above eye level,Type the reading!,Image
御嶽,"うたき,みたけ",(Okinawa) sacred site; sacred grove,Type the reading!,Image
八尺瓊勾玉,やさかにのまがたま,large jewel; string of jewels; Yasakani no Magatama (the grand jewel or string of jewels; one of the three Imp…,Type the reading!,Image
凩,こがらし,cold wintry wind,Type the reading!,Image
猪鍋,"ししなべ,いのししなべ",boar meat hot pot; boar stew,Type the reading!,Image
希臘,"ギリシャ,ギリシア,ギリシヤ",Greece,Type the reading!,Image
閑人,"ひまじん,かんじん",person with a lot of free time on their hands; person of leisure; idler,Type the reading!,Image
酷たらしい,むごたらしい,(incredibly) cruel; atrocious; brutal,Type the reading!,Image
