Question,Answers,Comment,Instructions,Render as
訳,"わけ,ワケ,やく",reason; cause; grounds,Type the reading!,Image
先日,せんじつ,the other day; a few days ago,Type the reading!,Image
傷つく,きずつく,to be wounded; to get injured; to get hurt feelings,Type the reading!,Image
痛み,いたみ,pain; ache; soreness,Type the reading!,Image
代わる,かわる,to succeed; to relieve; to replace,Type the reading!,Image
証明,しょうめい,proof; testimony; demonstration,Type the reading!,Image
少年,しょうねん,boy; juvenile; child,Type the reading!,Image
渡る,わたる,to cross over; to go across; to extend,Type the reading!,Image
代わりに,かわりに,instead of; in place of; as a substitute for,Type the reading!,Image
恐れる,おそれる,to fear; to be afraid of,Type the reading!,Image
言い訳,いいわけ,excuse; explanation,Type the reading!,Image
お客様,おきゃくさま,guest; visitor; customer,Type the reading!,Image
１日,"いちにち,いちじつ,ついたち",all day (long); the whole day; from morning till night,Type the reading!,Image
必要ない,ひつようない,unnecessary; not needed; not necessary,Type the reading!,Image
休み,やすみ,rest; recess; respite,Type the reading!,Image
疲れた,つかれた,worn-out (as opposed to sleepy),Type the reading!,Image
黒,くろ,black; black stone; guilt,Type the reading!,Image
味わう,あじわう,to taste; to savor; to savour,Type the reading!,Image
予想,よそう,expectation; anticipation; prediction,Type the reading!,Image
決定,けってい,decision; determination,Type the reading!,Image
見守る,みまもる,to watch over; to keep watch over; to keep an eye on,Type the reading!,Image
甘える,あまえる,to behave like a spoiled child; to fawn on; to take advantage of,Type the reading!,Image
来てる,"きてる,キテる,キテル",to have come; to be here; to be popular,Type the reading!,Image
正確,せいかく,accurate; correct; precise,Type the reading!,Image
その間,"そのあいだ,そのかん",in the meanwhile; during the time,Type the reading!,Image
世,"よ,せい",world; society; public,Type the reading!,Image
勝ち,"かち,がち",win; victory,Type the reading!,Image
多少,たしょう,a little; some; somewhat,Type the reading!,Image
奥さん,おくさん,wife; your wife; his wife,Type the reading!,Image
白,"しろ,しら,はく",white; innocence; innocent person,Type the reading!,Image
過ぎ,すぎ,past; after; too (much),Type the reading!,Image
不満,ふまん,dissatisfaction; discontent; displeasure,Type the reading!,Image
広げる,ひろげる,to spread; to extend; to expand,Type the reading!,Image
頼み,"たのみ,だのみ",request; favor; favour,Type the reading!,Image
残念ながら,ざんねんながら,unfortunately; regrettably,Type the reading!,Image
赤,あか,copper,Type the reading!,Image
意思,いし,intention; wish; purpose,Type the reading!,Image
強さ,つよさ,strength; power,Type the reading!,Image
