Question,Answers,Comment,Instructions,Render as
稀有,"けう,きゆう",rare; uncommon,Type the reading!,Image
竹刀,"しない,ちくとう",bamboo sword (for kendo); bamboo fencing stick,Type the reading!,Image
梢,こずえ,treetop; tip of a branch,Type the reading!,Image
斜,"ななめ,なのめ,はす,しゃ",slanting; tilted; sloping,Type the reading!,Image
祠,ほこら,hokora; small wayside shrine,Type the reading!,Image
宇,"のき,う,ウ",eaves; narrow aisle surrounding the core of a temple building,Type the reading!,Image
麻雀,"マージャン,まーじゃん,まあじゃん",mahjong; mah-jongg,Type the reading!,Image
暢気,"のんき,ノンキ",easy; easygoing; carefree,Type the reading!,Image
提灯,"ちょうちん,ていとう",snot bubble,Type the reading!,Image
膂力,りょりょく,physical strength; muscular strength,Type the reading!,Image
象る,かたどる,to model (something) on; to be modelled on; to be made in the shape of,Type the reading!,Image
真っ正面,まっしょうめん,directly opposite; right in front,Type the reading!,Image
段ボール箱,だんボールばこ,cardboard box; carton; corrugated box,Type the reading!,Image
薄っすら,"うっすら,ウッスラ",slightly; lightly; thinly,Type the reading!,Image
扇ぐ,あおぐ,to fan; to incite; to instigate,Type the reading!,Image
甘々,あまあま,sweet; sugary,Type the reading!,Image
塩梅,"えんばい,あんばい",seasoning; flavour; flavor,Type the reading!,Image
呷る,あおる,"to gulp down (alcohol, poison, etc.); to quaff; to down",Type the reading!,Image
薄ら,"うっすら,ウッスラ,うすら",slightly; lightly; thinly,Type the reading!,Image
所謂,いわゆる,what is called; what you call; what they call,Type the reading!,Image
軋轢,あつれき,friction; discord; strife,Type the reading!,Image
李,"すもも,スモモ",Japanese plum (Prunus salicina); Chinese plum,Type the reading!,Image
胡乱,うろん,suspicious-looking; fishy,Type the reading!,Image
熟考,じゅっこう,careful consideration; deliberation; thinking over carefully,Type the reading!,Image
何人たりとも,"なんぴとたりとも,なにびとたりとも,なんびとたりとも","no one at all; no one, who he or she may be",Type the reading!,Image
許嫁,"いいなずけ,いいなづけ,きょか,ゆいなずけ",fiancé; fiancée,Type the reading!,Image
浪,"なみ,ろう",wave; billow; ripple,Type the reading!,Image
ひと段落,ひとだんらく,reaching a stopping place; settling down (before the next stage); getting to a point where one can rest,Type the reading!,Image
標,"しるし,しめ,しるべ,ひょう",mark; sign; symbol,Type the reading!,Image
先達,"せんだつ,せんだち",leader; pioneer; precursor,Type the reading!,Image
超え,ごえ,exceeding ...; over ...; above ...,Type the reading!,Image
一々,いちいち,one-by-one; separately; every single,Type the reading!,Image
睥睨,へいげい,glaring at; scowling at; looking contemptuously at,Type the reading!,Image
却って,かえって,on the contrary; rather; instead,Type the reading!,Image
戸締り,とじまり,locking up (doors and windows); fastening the doors,Type the reading!,Image
未曾有,みぞう,unprecedented; unheard-of; record-breaking,Type the reading!,Image
方がまし,ほうがまし,I would rather; I would as lief do; strong preference,Type the reading!,Image
夜の帳,よるのとばり,veil of darkness; curtain of night,Type the reading!,Image
貌,"かお,かたち",honor; honour; face,Type the reading!,Image
監,げん,special Nara-period administrative division for areas containing a detached pal…; secretary; third highest-ranking officials in the Dazaifu,Type the reading!,Image
模,かたぎ,wooden printing block,Type the reading!,Image
頁,"ページ,おおがい",page; nth page; page ...,Type the reading!,Image
早いところ,はやいところ,promptly; quickly,Type the reading!,Image
艶かしい,なまめかしい,charming; captivating; bewitching,Type the reading!,Image
