Question,Answers,Comment,Instructions,Render as
畠,"はたけ,はた",field (of specialization); sphere; area,Type the reading!,Image
まくれ上がる,まくれあがる,to be turned up; to be lifted up (e.g. by the wind),Type the reading!,Image
キツネ色,キツネいろ,light brown; golden brown,Type the reading!,Image
剥き身,"すきみ,むきみ",thin slice of meat or fish; briefly salt-pickled fish slice,Type the reading!,Image
几,"おしまずき,き",armrest; desk; table,Type the reading!,Image
狂死,"くるいじに,きょうし",death in madness; dying insane,Type the reading!,Image
仏蘭西,フランス,France,Type the reading!,Image
伜,せがれ,son; punk; brat,Type the reading!,Image
寿ぐ,ことほぐ,to congratulate; to wish (someone) well; to celebrate,Type the reading!,Image
寄って集って,よってたかって,in a crowd; ganging up (on); joining forces,Type the reading!,Image
見ーっけ,みーっけ,(I) found it; (I) found you,Type the reading!,Image
乾びる,からびる,to dry up; to shrivel,Type the reading!,Image
恃む,たのむ,to request; to beg; to ask,Type the reading!,Image
蔵う,しまう,to finish; to stop; to end,Type the reading!,Image
虞,おそれ,fear; horror; anxiety,Type the reading!,Image
昨夕,"ゆうべ,さくゆう",last night; yesterday evening,Type the reading!,Image
運否天賦,"うんぷてんぷ,うんぴてんぷ",trusting to chance; trusting to Providence,Type the reading!,Image
芳ばしい,こうばしい,"aromatic (roasted beans, roasted tea, etc.); fragrant (e.g. burning wood); pleasant-smelling",Type the reading!,Image
遠江,とおとうみ,Tōtōmi (former province located in the west of present-day Shizuoka Prefecture),Type the reading!,Image
てこでも動かない,てこでもうごかない,refusing to budge; adamant; intransigent,Type the reading!,Image
円ら,つぶら,round and cute (esp. of eyes),Type the reading!,Image
払暁,"ふつぎょう,ふっきょう",dawn; daybreak,Type the reading!,Image
賑々しい,にぎにぎしい,lively; merry; gay,Type the reading!,Image
高ーい,"たかい,たかーい,たっけー,たっかーい",high; tall; expensive,Type the reading!,Image
椿姫,つばきひめ,The Lady of the Camellias (1848 novel by Alexandre Dumas fils); Camille; La Traviata (1853 opera by Giuseppe Verdi),Type the reading!,Image
寿限無,じゅげむ,Jugemu (Japanese folktale),Type the reading!,Image
さ中,さなか,(in) the middle of; (in) the midst of; (in) the course of,Type the reading!,Image
月代,"さかやき,つきしろ",top part of the head that is shaved from the forehead to the crown,Type the reading!,Image
コツを掴む,"コツをつかむ,こつをつかむ",to get the hang of; to learn the secret to,Type the reading!,Image
よい男,"いいおとこ,よいおとこ",handsome man; looker; good guy,Type the reading!,Image
四阿,あずまや,arbor; arbour; bower,Type the reading!,Image
賓,"まろうど,まろうと,まれびと,マレビト",visitor from afar; guest,Type the reading!,Image
黒づくめ,くろづくめ,completely black; black from top to bottom; black from head to toe,Type the reading!,Image
賂,まいない,bribe,Type the reading!,Image
私ん家,"あたしんち,アタシんち",my home; my family,Type the reading!,Image
ぐっと来る,ぐっとくる,to be (deeply) moving; to pack an (emotional) punch; to be emotionally touching,Type the reading!,Image
戦ぐ,そよぐ,to rustle; to sway; to stir,Type the reading!,Image
ヨタ話,ヨタばなし,idle gossip; foolish talk; yarn,Type the reading!,Image
けらけら笑う,けらけらわらう,to cackle,Type the reading!,Image
集く,すだく,to chirp (of a swarm of insects); to sing; to gather,Type the reading!,Image
直と,ひたと,close to; directly (e.g. staring); suddenly (e.g. stopping),Type the reading!,Image
渕,ふち,deep pool; deep water; abyss,Type the reading!,Image
郁子,"むべ,うべ,ムベ",Japanese staunton-vine (Stauntonia hexaphylla),Type the reading!,Image
勁い,つよい,strong; potent; competent,Type the reading!,Image
先き,さき,point; tip; end,Type the reading!,Image
飛礫,つぶて,stone (used for throwing),Type the reading!,Image
収る,おさまる,"to fit into (a box, frame, category, etc.); to be contained within; to fall within (e.g. a budget)",Type the reading!,Image
醜男,"ぶおとこ,しこお",ugly man,Type the reading!,Image
石屋,"いわや,いしや",cavern; grotto,Type the reading!,Image
掣肘,せいちゅう,restraint; restriction; control,Type the reading!,Image
栃,"とちのき,とち,トチノキ",Japanese horse chestnut (Aesculus turbinata),Type the reading!,Image
矍鑠,かくしゃく,vigorous (in old age); hale and hearty,Type the reading!,Image
間々,まま,occasionally; now and then; sometimes,Type the reading!,Image
激る,たぎる,"to boil; to seethe; to roil (e.g. waterfall, torrent)",Type the reading!,Image
阿漕,"あこぎ,アコギ",greedy; ruthless; cruel,Type the reading!,Image
薇,"ぜんまい,ゼンマイ",Japanese royal fern (Osmunda japonica); Asian royal fern; flowering fern,Type the reading!,Image
三和土,"たたき,タタキ","hard-packed dirt (clay, gravel, etc.) floor; concrete floor",Type the reading!,Image
牝犬,"めすいぬ,めいぬ",bitch; female dog,Type the reading!,Image
神の僕,かみのしもべ,Servant of God,Type the reading!,Image
哭,ね,sound; tone; note,Type the reading!,Image
尹,いん,director (of the ritsuryō-period Imperial Prosecuting and Investigating Office),Type the reading!,Image
マンガ喫茶,マンガきっさ,manga cafe; coffee shop with a manga library (usu. has Internet facilities and charges by t…,Type the reading!,Image
伎,"わざ,ぎ",technique; art; skill,Type the reading!,Image
論う,あげつらう,to discuss; to find fault with; to criticize,Type the reading!,Image
伐つ,うつ,to attack; to destroy; to defeat,Type the reading!,Image
撲る,なぐる,to strike; to hit; to beat,Type the reading!,Image
べた惚れ,べたぼれ,(falling) deeply in love,Type the reading!,Image
食べカス,たべカス,leavings of a meal; food scraps; leftovers,Type the reading!,Image
框,"わく,かまち",frame; framework; border,Type the reading!,Image
新羅,"しらぎ,しんら",Silla (ancient Korean kingdom; 57 BCE-935 CE),Type the reading!,Image
面倒臭がり,"めんどくさがり,めんどうくさがり",tending to find things bothersome; person who tends to find things bothersome,Type the reading!,Image
おっ死ぬ,おっちぬ,to die,Type the reading!,Image
ドンチャン騒ぎ,ドンチャンさわぎ,merrymaking; high jinks; drunken revelry,Type the reading!,Image
毒蜘蛛,どくぐも,poisonous spider; venomous spider; wolf spider,Type the reading!,Image
蛞蝓,"ナメクジ,なめくじ",slug,Type the reading!,Image
臥薪嘗胆,がしんしょうたん,going through thick and thin to attain one's objective; enduring unspeakable hardships for the sake of vengeance,Type the reading!,Image
糞ガキ,"くそガキ,クソガキ",stupid brat; son of a bitch,Type the reading!,Image
槐,"えんじゅ,エンジュ",Japanese pagoda tree (Sophora japonica),Type the reading!,Image
斑鳩,"イカル,いかる,いかるが",Japanese grosbeak (Eophona personata),Type the reading!,Image
ごみ捨て場,ごみすてば,garbage dump; dump site,Type the reading!,Image
珊,サンチ,"centimeter (esp. of cannon caliber, etc.)",Type the reading!,Image
安房,あわ,Awa (former province located in the south of present-day Chiba Prefecture),Type the reading!,Image
落人,"おちうど,おちゅうど",defeated soldier fleeing the enemy,Type the reading!,Image
啄ばむ,ついばむ,to pick at; to peck at,Type the reading!,Image
安もん,"やすもの,やすもん",cheap article; poor-quality article,Type the reading!,Image
挿む,"はさむ,ハサむ","to hold between (e.g. one's fingers, chopsticks); to grip (from both sides); to put between",Type the reading!,Image
萎,しおり,interpenetration of spirit between the poet and nature in a haiku,Type the reading!,Image
乃至,ないし,from ... to; between ... and; or,Type the reading!,Image
借金の形,しゃっきんのかた,security for a loan; collateral,Type the reading!,Image
蕁麻疹,"じんましん,ジンマシン",hives; nettle rash; urticaria,Type the reading!,Image
ひと度,ひとたび,one degree; one tone; one musical interval,Type the reading!,Image
賄,まいない,bribe,Type the reading!,Image
圖,ず,drawing; picture; diagram,Type the reading!,Image
隠岐,おき,Oki (former province located on Oki Island in present-day Shimane Prefecture); Oki (island),Type the reading!,Image
態々,わざわざ,expressly; especially; specially,Type the reading!,Image
クズ鉄,クズてつ,scrap iron,Type the reading!,Image
他愛無い,"たわいない,たあいない",silly; foolish; absurd,Type the reading!,Image
花崗岩,かこうがん,granite,Type the reading!,Image
田圃,"たんぼ,でんぽ,でんぼ",paddy field; farm,Type the reading!,Image
丞相,じょうしょう,prime minister (in ancient China),Type the reading!,Image
執,"たらし,しゅう",bow (and arrow; esp. of a noble),Type the reading!,Image
晦,"みそか,つごもり,みそ,つきごもり,つきこもり",last day of the month,Type the reading!,Image
花マル,"はなマル,ハナマル",encircled flower seal (equiv. of a gold star awarded to children for good work…,Type the reading!,Image
一輪挿し,いちりんざし,small vase for one or two flowers; flower arrangement of one or two flowers,Type the reading!,Image
砌,"みぎり,みぎん",time; age; chance,Type the reading!,Image
備後,びんご,Bingo (former province located in the east of present-day Hiroshima Prefecture),Type the reading!,Image
カブト虫,"カブトムシ,かぶとむし","rhinoceros beetle (esp. the Japanese rhinoceros beetle, Trypoxylus dichotomus)",Type the reading!,Image
鏑矢,かぶらや,arrow with a whistle attached; whistling arrow used to signal the start of battle,Type the reading!,Image
絶叫マシーン,ぜっきょうマシーン,thrill ride (at an amusement park),Type the reading!,Image
九一,"くっぴん,クッピン",scoring combination of a 9 and a 1 in oicho-kabu,Type the reading!,Image
藍子,"アイゴ,あいご",mottled spinefoot (Siganus fuscescens); dusky rabbitfish; sandy spinefoot,Type the reading!,Image
椋,"むくのき,むく,ムクノキ",Aphananthe oriental elm (Aphananthe aspera); mukutree,Type the reading!,Image
聊,いささか,a little; a bit; somewhat,Type the reading!,Image
懇,"ねんごろ,ねもころ",kind; courteous; hospitable,Type the reading!,Image
気印,"きじるし,キジルシ",madness; madman,Type the reading!,Image
呵,しかり,scolding; reprimand; lecture,Type the reading!,Image
燻らす,くゆらす,to smoke (e.g. a pipe); to puff (a cigarette); to burn (incense),Type the reading!,Image
拉げる,"ひしゃげる,へしゃげる,ひしげる",to be crushed; to be squashed (flat),Type the reading!,Image
科白,"せりふ,セリフ,かはく","(spoken) line (in a play, film, comic, etc.); one's lines; comment",Type the reading!,Image
被害者ヅラ,ひがいしゃヅラ,playing the victim; playing the victim card,Type the reading!,Image
墓参,"はかまいり,ぼさん",visit to a grave,Type the reading!,Image
於,おいて,at (a time or place); in; on,Type the reading!,Image
勝どき,かちどき,shout of victory; cry of triumph,Type the reading!,Image
尖,"コスミ,こすみ",diagonal move,Type the reading!,Image
焚き木,たきぎ,piece(s) of firewood (esp. chopped or split from logs),Type the reading!,Image
禽,"とり,トリ",bird; bird meat (esp. chicken meat); fowl,Type the reading!,Image
文箱,"ふばこ,ふみばこ",box for letters and papers; box used to carry or deliver letters,Type the reading!,Image
臂,"ひじ,ヒジ",elbow,Type the reading!,Image
羆,"ひぐま,ひ,しくま,しぐま,ヒグマ",brown bear (Ursus arctos),Type the reading!,Image
しようが無い,"しょうがない,しようがない",there's no (other) way; cannot be helped; unavoidable,Type the reading!,Image
拐う,さらう,to carry off; to run away with; to sweep away,Type the reading!,Image
名義変更,めいぎへんこう,transfer of ownership; transfer of title; change of name,Type the reading!,Image
後じさり,あとじさり,stepping back; drawing back,Type the reading!,Image
豊前,ぶぜん,Buzen (former province located in the east of present-day Fukuoka and the north…,Type the reading!,Image
彼処,"あそこ,あすこ,かしこ,アソコ,あしこ,あこ",genitals; private parts; nether regions,Type the reading!,Image
放埒,ほうらつ,licentious; profligate; dissipated,Type the reading!,Image
ひと塊,ひとかたまり,one lump; one group,Type the reading!,Image
人なつこい,ひとなつこい,friendly; affable; amiable,Type the reading!,Image
石見,いわみ,Iwami (former province located in the west of present-day Shimane Prefecture),Type the reading!,Image
峰々,みねみね,peaks,Type the reading!,Image
プー太郎,"プーたろう,プータロー",unemployed person; vagabond; floater,Type the reading!,Image
悖る,もとる,to go against; to act contrary to; to run counter to,Type the reading!,Image
畦,"あぜ,うね","ridge (in field); row of raised earth when planting crops; rib (cloth, mountains, sea)",Type the reading!,Image
鎖す,"とざす,さす",to shut; to close; to fasten,Type the reading!,Image
箕,"き,み","Chinese ""winnowing basket"" constellation (one of the 28 mansions)",Type the reading!,Image
古代ギリシア,こだいギリシア,ancient Greece,Type the reading!,Image
自棄気味,やけぎみ,reek of desperation; feeling of desperation,Type the reading!,Image
タコ足,タコあし,many-legged; octopus-like,Type the reading!,Image
釉薬,"うわぐすり,ゆうやく",glaze; enamel,Type the reading!,Image
嚆矢,こうし,whistling arrow used to signal the start of battle; start (e.g. of a movement); beginning,Type the reading!,Image
昼餉,ひるげ,lunch; midday meal,Type the reading!,Image
嘯,うそふき,usofuki; kyogen mask with bulging eyes and pursed lips (as if whistling),Type the reading!,Image
上梓,じょうし,wood-block printing; publication,Type the reading!,Image
香菜,"シャンツァイ,シャンサイ,こうさい",coriander (Coriandrum sativum); cilantro; dhania,Type the reading!,Image
欺す,だます,to trick; to cheat; to deceive,Type the reading!,Image
しわがれ声,しわがれごえ,hoarse voice; husky voice,Type the reading!,Image
榛,"はしばみ,ハシバミ,はり,はぎ",Asian hazel (Corylus heterophylla var. thunbergii); Siberian hazel,Type the reading!,Image
瓢,"ふくべ,ひょう,ひさご,ひさこ",Lagenaria siceraria var. depressa (variety of bottle gourd),Type the reading!,Image
燦めく,きらめく,to glitter; to sparkle; to twinkle,Type the reading!,Image
人間の屑,にんげんのくず,scum of society; good-for-nothing; vermin,Type the reading!,Image
無限地獄,むげんじごく,the Avici hell (the eighth and most painful of the eight hells); hell of uninterrupted suffering,Type the reading!,Image
嘔吐く,"えずく,えづく",to vomit; to throw up; to feel nauseated,Type the reading!,Image
橇,"ソリ,そり,かんじき,カンジキ",sleigh; sled; sledge,Type the reading!,Image
蝦蟇,"がまがえる,がま,かま,ヒキガエル,ガマガエル","toad (esp. the Japanese toad, Bufo japonicus)",Type the reading!,Image
ぶち割る,"うちわる,ぶちわる",to split (by striking); to divide; to disclose,Type the reading!,Image
素人童貞,しろうとどうてい,man who has never had sex except with sex workers,Type the reading!,Image
鏤める,ちりばめる,to inlay; to set; to stud (e.g. star-studded sky),Type the reading!,Image
體,からだ,body; torso; trunk,Type the reading!,Image
オオカミ少年,オオカミしょうねん,boy raised by wolves; boy who cried wolf,Type the reading!,Image
威勢のよい,いせいのよい,high-spirited; cheerful; assertive,Type the reading!,Image
たれ目,たれめ,drooping eyes,Type the reading!,Image
疋,"ひき,き",counter for small animals,Type the reading!,Image
唆る,そそる,to excite; to incite; to stimulate,Type the reading!,Image
妊る,みごもる,to become pregnant,Type the reading!,Image
香具師,"やし,こうぐし,やつ",fellow; guy; chap,Type the reading!,Image
絣,かすり,splash pattern (e.g. on a kimono); dye pattern; kasuri,Type the reading!,Image
お腹すく,"おなかがすく,おなかすく",to get hungry; to become hungry,Type the reading!,Image
綽名,あだな,nickname,Type the reading!,Image
旁,"つくり,かたがた,かたわら",right-hand radical of a character,Type the reading!,Image
素寒貧,"すかんぴん,スカンピン,スッカンピン",penniless; extremely poor; destitute,Type the reading!,Image
一雫,ひとしずく,one drop (of fluid),Type the reading!,Image
殆んど,ほとんど,almost; nearly; mostly,Type the reading!,Image
御幸,"ぎょうき,みゆき,ごうき,ごこう",imperial visit; imperial outing,Type the reading!,Image
小バエ,"こバエ,コバエ",small household fly (e.g. fruit fly),Type the reading!,Image
乾拭き,からぶき,polishing with a dry cloth; wiping with a dry cloth,Type the reading!,Image
風太郎,"ぷうたろう,ふうたろう,プータロー",day labourer (esp. on the docks),Type the reading!,Image
い辛い,いがらい,acrid; pungent; irritating,Type the reading!,Image
ネズミ花火,ネズミはなび,Catherine wheel (firework); pinwheel,Type the reading!,Image
謙る,へりくだる,to deprecate oneself and praise the listener; to abase oneself,Type the reading!,Image
貴男,あなた,dear; honey,Type the reading!,Image
駄目男,"だめお,だめおとこ",no-good man; (male) loser,Type the reading!,Image
只管,ひたすら,intently; single-mindedly; devotedly,Type the reading!,Image
葉隠,はがくれ,Hagakure (treatise on bushido as told to Tashiro Tsuramoto by Yamamoto Tsunetom…,Type the reading!,Image
椒,はじかみ,ginger (Zingiber officinale); Japanese pepper (Zanthoxylum piperitum),Type the reading!,Image
葛籠,"つづら,つづらこ",wicker clothes hamper,Type the reading!,Image
脚気,かっけ,beriberi; severe thiamine deficiency,Type the reading!,Image
跫音,"あしおと,きょうおん",sense or sign that something is approaching,Type the reading!,Image
謂,いい,"what was said; what it means; origin of a story (or tradition, etc.)",Type the reading!,Image
牲,にえ,"offering (to the gods, emperor, etc.); gift; sacrifice",Type the reading!,Image
朱鷺,"トキ,とき,じゅろ",Japanese crested ibis (Nipponia nippon); Asian crested ibis,Type the reading!,Image
則ち,"すなわち,つなわち",that is (to say); namely; i.e.,Type the reading!,Image
耳タコ,みみたこ,having been told something so often that one is fed up with it,Type the reading!,Image
艤装,ぎそう,outfitting (of a ship); rigging; (ship's) outfit,Type the reading!,Image
壽,ことぶき,congratulations; felicitations; best wishes,Type the reading!,Image
転寝,"うたたね,ごろね",doze; nap; snooze,Type the reading!,Image
鍍金,"メッキ,めっき,ときん","plating (chrome, gold, silver, etc.); coating; gilding",Type the reading!,Image
柘植,"つげ,ツゲ",Japanese box tree (Buxus microphylla var. japonica); Japanese boxwood,Type the reading!,Image
と言うぐらい,というぐらい,to the extent that (you could say that),Type the reading!,Image
買いもん,"かいもの,かいもん",shopping; purchased goods,Type the reading!,Image
御旗,みはた,flag,Type the reading!,Image
大御,"おおいご,おおみ,おおん,おおむ,おみ",older lady,Type the reading!,Image
屛風,びょうぶ,folding screen,Type the reading!,Image
顎骨,"がっこつ,がくこつ,あごぼね",jawbone; mandible,Type the reading!,Image
撥水,はっすい,water repellency,Type the reading!,Image
尿瓶,しびん,urine bottle; (urinary) bedpan; chamber pot (esp. medical),Type the reading!,Image
かじり付く,"かぶりつく,かじりつく",to bite into; to sink one's teeth into,Type the reading!,Image
無花果,"いちじく,イチジク,いちぢく,むかか,イチヂク",common fig (Ficus carica); fig; fig tree,Type the reading!,Image
鉄鎚,"かなづち,カナヅチ,てっつい",hammer; hopeless swimmer; person who can't swim,Type the reading!,Image
画く,"えがく,かく",to depict; to describe,Type the reading!,Image
居心地のよい,いごこちのよい,comfortable (to live in); snug; cozy,Type the reading!,Image
歴る,へる,to pass; to elapse; to go by,Type the reading!,Image
蟇,"ひきがえる,ひき,がまがえる,がま,かま,ヒキガエル,ガマガエル","toad (esp. the Japanese toad, Bufo japonicus)",Type the reading!,Image
桟敷,"さじき,さんじき",dress circle (of a theatre); (first) balcony; box,Type the reading!,Image
五月晴れ,さつきばれ,fine weather during the rainy season,Type the reading!,Image
反撥,はんぱつ,opposition; rebellion; revolt,Type the reading!,Image
茄,"なす,なすび,ナス,ナスビ",eggplant (Solanum melongena); aubergine,Type the reading!,Image
袱紗,ふくさ,small silk wrapper; small cloth for wiping tea utensils; crepe wrapper,Type the reading!,Image
手ブレ,てブレ,camera shake,Type the reading!,Image
猫族,ねこぞく,Felis (genus containing the domestic cat),Type the reading!,Image
其奴,"そいつ,そやつ,すやつ",that; that one; that thing,Type the reading!,Image
衡,くびき,yoke; constraints; oppression,Type the reading!,Image
靖国,"せいこく,やすくに",pacifying the nation,Type the reading!,Image
播州,ばんしゅう,old name for part of Hyogo prefecture,Type the reading!,Image
八岐大蛇,"やまたのおろち,ヤマタノオロチ","eight-headed, eight-tailed serpent (in Japanese mythology)",Type the reading!,Image
肉付きがいい,にくづきがいい,stout; well-fleshed; well-padded,Type the reading!,Image
ムチャ振り,ムチャぶり,unreasonable request; asking for something unreasonable,Type the reading!,Image
媒,"なこうど,なかだち,なかびと,なかひと",matchmaker; go-between; intermediary,Type the reading!,Image
矢作,やはぎ,fletcher; arrow maker; fletching,Type the reading!,Image
蒲公英,"たんぽぽ,タンポポ,ほこうえい",dandelion (esp. species Taraxacum platycarpum),Type the reading!,Image
珍らしい,めずらしい,rare; uncommon; unusual,Type the reading!,Image
残りかす,のこりかす,residue; remnants; dregs,Type the reading!,Image
色狂い,"いろきちがい,いろぐるい",erotomania; sexual obsession; sexual maniac,Type the reading!,Image
一巻き,ひとまき,first volume,Type the reading!,Image
惟る,"おもいみる,おもんみる",to reflect carefully,Type the reading!,Image
ご用達,"ごようたし,ごようたつ,ごようだつ,ごようだち","purveyor (to the Imperial Household, etc.); company (or restaurant, place, etc.) that caters to or is popular with a specif…",Type the reading!,Image
手水舎,"てみずや,ちょうずや",place for ritual cleansing of hands and mouth with water when visiting shrines,Type the reading!,Image
廂,ひさし,"awning (over a window, doorway, etc.); eaves (of a roof); narrow aisle surrounding the core of a temple building",Type the reading!,Image
飛蝗,"バッタ,ばった,ひこう,とびばった",grasshopper; locust (of superfamily Acridoidea),Type the reading!,Image
百代,"ひゃくだい,はくたい,ももよ",long era; ages; eternity,Type the reading!,Image
餓鬼ども,がきども,damn kids; brats,Type the reading!,Image
糟,"かす,カス",dregs; sediment; grounds,Type the reading!,Image
繙く,ひもとく,to read (a book); to open (a book) to read; to unravel (e.g. a mystery),Type the reading!,Image
酋長,しゅうちょう,chieftain,Type the reading!,Image
一匹オオカミ,いっぴきオオカミ,lone wolf; loner; self-reliant person,Type the reading!,Image
衾,ふすま,quilt; bedding,Type the reading!,Image
露西亜,"ロシア,ロシヤ",Russia,Type the reading!,Image
脊,"せい,せ",height; stature,Type the reading!,Image
よい感じ,よいかんじ,pleasant feeling; good vibes,Type the reading!,Image
憎っくき,にっくき,accursed; damned; blasted,Type the reading!,Image
