Question,Answers,Comment,Instructions,Render as
机,"つくえ,つき",desk,Type the reading!,Image
景色,"けしき,けいしょく",scenery; scene; landscape,Type the reading!,Image
保つ,"たもつ,もつ",to keep; to preserve; to hold,Type the reading!,Image
既に,"すでに,すんでに",already; previously; before,Type the reading!,Image
お母,"おふくろ,オフクロ,おかあ",(one's) mother,Type the reading!,Image
杯,"さかずき,さかづき,はい,つき,はた",sake cup; cup for alcoholic beverages,Type the reading!,Image
瞳,ひとみ,pupil (of the eye); one's eyes,Type the reading!,Image
額,"がく,ひたい",forehead; brow,Type the reading!,Image
把握,はあく,"grasp (of the situation, meaning, etc.); understanding; control",Type the reading!,Image
羨ましい,うらやましい,"envious; jealous; enviable (position, etc.)",Type the reading!,Image
鋭い,するどい,"sharp (knife, claws, etc.); pointed; sharp (pain, tone, etc.)",Type the reading!,Image
穏やか,おだやか,calm; quiet; gentle,Type the reading!,Image
操る,あやつる,to operate (e.g. a machine); to handle; to manage,Type the reading!,Image
動揺,どうよう,shaking; trembling; pitching,Type the reading!,Image
防ぐ,ふせぐ,to defend against; to protect against; to prevent,Type the reading!,Image
己,"おのれ,おれ,オレ,き,つちのと,うぬ,おら,うら,おどれ,おんどれ,な,おの,おぬ","oneself (itself, etc.); I; me",Type the reading!,Image
仮,"け,かり",lacking substance and existing in name only; something without substance,Type the reading!,Image
嫉妬,しっと,jealousy; envy,Type the reading!,Image
罰,"ばち,ばつ",(divine) punishment; curse; retribution,Type the reading!,Image
教わる,おそわる,to be taught; to learn; to take lessons in,Type the reading!,Image
素人,"しろうと,しろと,しらびと",amateur; layman; ordinary person,Type the reading!,Image
貫く,つらぬく,to go through; to pierce; to penetrate,Type the reading!,Image
方々,"かたがた,ほうぼう",people; (all) persons; everyone,Type the reading!,Image
訪ねる,たずねる,to visit; to call on; to pay a visit to,Type the reading!,Image
鍛える,きたえる,to forge; to temper; to drill,Type the reading!,Image
器,"うつわ,き",bowl; vessel; container,Type the reading!,Image
挑む,いどむ,"to challenge to (a fight, game, etc.); to throw down the gauntlet; to contend for",Type the reading!,Image
弾,"たま,だん",ball; sphere; globe,Type the reading!,Image
要る,いる,to be needed; to be necessary; to be required,Type the reading!,Image
久々,ひさびさ,(in a) long time; long time (ago); while (ago),Type the reading!,Image
係,"かかり,がかり",charge; duty; person in charge,Type the reading!,Image
拒否,きょひ,refusal; rejection; denial,Type the reading!,Image
迷い,まよい,hesitation; bewilderment; perplexity,Type the reading!,Image
誇り,ほこり,pride; boast; credit (to),Type the reading!,Image
提供,ていきょう,offer; tender; providing,Type the reading!,Image
揃う,そろう,to be complete; to be all present; to make a full set,Type the reading!,Image
お祝い,おいわい,congratulation; congratulations; celebration,Type the reading!,Image
雑誌,ざっし,magazine; journal; periodical,Type the reading!,Image
留守,るす,absence; being away from home; house-sitting,Type the reading!,Image
誘い,"さそい,いざない",invitation; introduction; temptation,Type the reading!,Image
巡る,めぐる,to go around; to make a circle around; to surround,Type the reading!,Image
馬鹿,"ばか,バカ",idiot; moron; fool,Type the reading!,Image
天井,てんじょう,ceiling; ceiling price; (price) ceiling,Type the reading!,Image
元々,もともと,originally; from the start; from the beginning,Type the reading!,Image
特徴,とくちょう,feature; trait; characteristic,Type the reading!,Image
叱る,しかる,to scold; to chide; to rebuke,Type the reading!,Image
昨夜,"ゆうべ,ゆんべ,よべ,さくや",last night; yesterday evening,Type the reading!,Image
地図,ちず,map; atlas; chart,Type the reading!,Image
欠ける,かける,to chip; to be chipped; to break (off),Type the reading!,Image
片付ける,かたづける,to put in order; to tidy up; to clean up,Type the reading!,Image
商品,しょうひん,commodity; article of commerce; goods,Type the reading!,Image
固まる,かたまる,to harden; to solidify; to become firm,Type the reading!,Image
務める,つとめる,to work (for); to be employed (at); to serve (in),Type the reading!,Image
逮捕,たいほ,arrest; apprehension; capture,Type the reading!,Image
集団,しゅうだん,group; mass,Type the reading!,Image
城,"しろ,じょう,き",castle,Type the reading!,Image
上る,"あがる,アガる,のぼる",to ascend; to go up; to climb,Type the reading!,Image
貼る,はる,to stick; to paste; to affix,Type the reading!,Image
嫁,よめ,bride; (one's) daughter-in-law; wife,Type the reading!,Image
溶ける,とける,to melt; to thaw; to fuse,Type the reading!,Image
商売,しょうばい,trade; business; commerce,Type the reading!,Image
外に,ほかに,else; in addition; besides,Type the reading!,Image
妄想,"もうそう,ぼうそう",delusion; wild idea; (wild) fancy,Type the reading!,Image
散る,ちる,"to fall (e.g. blossoms, leaves); to scatter; to be dispersed",Type the reading!,Image
界,"さかい,かい",turning point; watershed,Type the reading!,Image
訓練,くんれん,training; drill; practice,Type the reading!,Image
脅す,おどす,to threaten; to menace; to frighten (into doing),Type the reading!,Image
孤独,こどく,solitude; loneliness; isolation,Type the reading!,Image
健康,けんこう,health; healthy; sound,Type the reading!,Image
親戚,しんせき,relative; relation; kin,Type the reading!,Image
暴走,ぼうそう,acting rashly; running wildly; behaving recklessly,Type the reading!,Image
内側,"うちがわ,ないそく",inside; interior; inner part,Type the reading!,Image
収める,おさめる,"to include (in an anthology, catalogue, etc.); to contain; to publish (in)",Type the reading!,Image
北,"きた,ペー",north; the North; northern territories,Type the reading!,Image
鉄,"てつ,くろがね","iron (Fe); steel; iron (will, discipline, lady, etc.)",Type the reading!,Image
